tstamp,CH1,CH2
2025-06-27 06:30:00,7792642.0,10694841.25
2025-06-27 06:30:01,7792523.8,10695144.4
2025-06-27 06:30:02,7792413.0,10695374.8
2025-06-27 06:30:03,7792308.8,10695608.0
2025-06-27 06:30:04,7792241.571428572,10695872.0
2025-06-27 06:30:05,7792032.75,10696211.375
2025-06-27 06:30:06,7792131.2,10696511.8
2025-06-27 06:30:07,7792096.6,10696731.8
2025-06-27 06:30:08,7792110.6,10696938.2
2025-06-27 06:30:09,7792155.857142857,10697197.0
2025-06-27 06:30:10,7792199.75,10697532.875
2025-06-27 06:30:11,7792231.2,10697811.8
2025-06-27 06:30:12,7792162.6,10698013.4
2025-06-27 06:30:13,7792160.4,10698209.8
2025-06-27 06:30:14,7792243.428571428,10698463.857142856
2025-06-27 06:30:15,7792309.25,10698744.5
2025-06-27 06:30:16,7792265.8,10698989.8
2025-06-27 06:30:17,7792258.0,10699175.2
2025-06-27 06:30:18,7792251.6,10699380.4
2025-06-27 06:30:19,7792289.714285715,10699609.857142856
2025-06-27 06:30:20,7792319.875,10699918.875
2025-06-27 06:30:21,7792291.0,10700169.4
2025-06-27 06:30:22,7792315.0,10700367.8
2025-06-27 06:30:23,7792386.2,10700548.0
2025-06-27 06:30:24,7792466.714285715,10700785.857142856
2025-06-27 06:30:25,7792357.25,10701080.0
2025-06-27 06:30:26,7792531.8,10701340.6
2025-06-27 06:30:27,7792608.0,10701545.6
2025-06-27 06:30:28,7792532.4,10701741.8
2025-06-27 06:30:29,7792613.714285715,10701955.42857143
2025-06-27 06:30:30,7792441.5,10702255.0
2025-06-27 06:30:31,7792474.6,10702509.6
2025-06-27 06:30:32,7792551.0,10702688.6
2025-06-27 06:30:33,7792516.0,10702882.4
2025-06-27 06:30:34,7792441.285714285,10703121.285714285
2025-06-27 06:30:35,7792627.625,10703392.25
2025-06-27 06:30:36,7792707.0,10703632.0
2025-06-27 06:30:37,7792650.2,10703808.2
2025-06-27 06:30:38,7792666.2,10703990.8
2025-06-27 06:30:39,7792549.5,10704204.166666666
2025-06-27 06:30:40,7792700.666666667,10704479.222222222
2025-06-27 06:30:41,7792680.4,10704722.4
2025-06-27 06:30:42,7792735.4,10704914.8
2025-06-27 06:30:43,7792717.2,10705079.2
2025-06-27 06:30:44,7792611.333333333,10705252.5
2025-06-27 06:30:45,7792765.222222222,10705516.666666666
2025-06-27 06:30:46,7792651.2,10705746.8
2025-06-27 06:30:47,7792684.0,10705906.2
2025-06-27 06:30:48,7792817.6,10706065.0
2025-06-27 06:30:49,7792889.833333333,10706250.166666666
2025-06-27 06:30:50,7792906.0,10706550.555555556
2025-06-27 06:30:51,7793648.4,10706812.6
2025-06-27 06:30:52,7794053.8,10706980.4
2025-06-27 06:30:53,7794152.4,10707150.6
2025-06-27 06:30:54,7794236.666666667,10707330.333333334
2025-06-27 06:30:55,7794175.222222222,10707596.888888888
2025-06-27 06:30:56,7794232.0,10707835.8
2025-06-27 06:30:57,7794175.0,10708006.6
2025-06-27 06:30:58,7794242.6,10708182.4
2025-06-27 06:30:59,7794287.5,10708367.166666666
2025-06-27 06:31:00,7794292.555555556,10708610.0
2025-06-27 06:31:01,7794309.0,10708814.6
2025-06-27 06:31:02,7794378.0,10708991.6
2025-06-27 06:31:03,7794432.0,10709152.8
2025-06-27 06:31:04,7794512.333333333,10709328.0
2025-06-27 06:31:05,7794493.555555556,10709571.0
2025-06-27 06:31:06,7794425.8,10709798.6
2025-06-27 06:31:07,7794365.8,10709964.8
2025-06-27 06:31:08,7794372.6,10710123.8
2025-06-27 06:31:09,7794310.333333333,10710308.833333334
2025-06-27 06:31:10,7794237.125,10710549.125
2025-06-27 06:31:11,7794260.2,10710771.0
2025-06-27 06:31:12,7794212.8,10710957.8
2025-06-27 06:31:13,7794171.2,10711104.4
