tstamp,CH1,CH2
2025-06-23 14:16:02,7759176.0,6643558.0
2025-06-23 14:16:03,7759477.5,6641934.5
2025-06-23 14:16:04,7759529.333333333,6639686.666666667
2025-06-23 14:16:05,7759590.75,6637451.25
2025-06-23 14:16:06,7759916.6,6634588.0
2025-06-23 14:16:07,7760204.833333333,6631150.333333333
2025-06-23 14:16:08,7760573.666666667,6626508.444444444
2025-06-23 14:16:09,7760999.8,6622219.8
2025-06-23 14:16:10,7761155.8,6619153.4
2025-06-23 14:16:11,7761385.8,6616084.2
2025-06-23 14:16:12,7761396.4,6613002.4
2025-06-23 14:16:13,7761484.111111111,6608752.666666667
2025-06-23 14:16:14,7761859.4,6604583.6
2025-06-23 14:16:15,7761918.4,6601575.0
2025-06-23 14:16:16,7761899.6,6598569.4
2025-06-23 14:16:17,7761933.5,6595215.0
2025-06-23 14:16:18,7762227.222222222,6590623.777777778
2025-06-23 14:16:19,7762732.2,6586356.0
2025-06-23 14:16:20,7763088.8,6583322.0
2025-06-23 14:16:21,7763403.0,6580305.2
2025-06-23 14:16:22,7763525.833333333,6576999.5
2025-06-23 14:16:23,7763637.333333333,6572537.222222222
2025-06-23 14:16:24,7763749.2,6568430.8
2025-06-23 14:16:25,7763824.4,6565535.8
2025-06-23 14:16:26,7763845.0,6562700.8
2025-06-23 14:16:27,7763737.166666667,6559595.5
2025-06-23 14:16:28,7763723.555555556,6555375.666666667
2025-06-23 14:16:29,7763724.4,6551389.8
2025-06-23 14:16:30,7763802.8,6548481.2
2025-06-23 14:16:31,7764032.2,6545484.4
2025-06-23 14:16:32,7764251.333333333,6542113.833333333
2025-06-23 14:16:33,7764286.333333333,6537382.555555556
2025-06-23 14:16:34,7764339.8,6532845.4
2025-06-23 14:16:35,7764529.0,6529575.0
2025-06-23 14:16:36,7764685.0,6526263.4
2025-06-23 14:16:37,7764655.666666667,6522634.833333333
2025-06-23 14:16:38,7764487.0,6517662.333333333
2025-06-23 14:16:39,7764229.8,6513063.4
2025-06-23 14:16:40,7764095.4,6509869.8
2025-06-23 14:16:41,7764103.2,6506700.4
2025-06-23 14:16:42,7764262.5,6503276.333333333
2025-06-23 14:16:43,7764396.888888889,6498617.0
2025-06-23 14:16:44,7764804.8,6494269.0
2025-06-23 14:16:45,7765085.8,6491115.6
2025-06-23 14:16:46,7765268.6,6487940.4
2025-06-23 14:16:47,7765521.666666667,6484459.833333333
2025-06-23 14:16:48,7765595.444444444,6479739.0
2025-06-23 14:16:49,7765881.2,6475363.8
2025-06-23 14:16:50,7766031.0,6472265.0
2025-06-23 14:16:51,7766244.2,6469190.4
2025-06-23 14:16:52,7766544.0,6466087.4
2025-06-23 14:16:53,7766695.7,6461434.3
2025-06-23 14:16:54,7766745.4,6456781.0
2025-06-23 14:16:55,7766710.2,6453639.6
2025-06-23 14:16:56,7766809.8,6450472.6
2025-06-23 14:16:57,7766893.0,6447275.4
2025-06-23 14:16:58,7767071.6,6442389.6
2025-06-23 14:16:59,7768344.0,6437465.6
2025-06-23 14:17:00,7769281.6,6434201.4
2025-06-23 14:17:01,7769821.6,6430997.6
2025-06-23 14:17:02,7770213.4,6427846.6
2025-06-23 14:17:03,7770644.7,6423195.9
2025-06-23 14:17:04,7771068.2,6418563.6
2025-06-23 14:17:05,7771293.0,6415504.2
2025-06-23 14:17:06,7771624.8,6412474.0
2025-06-23 14:17:07,7771971.4,6409469.6
2025-06-23 14:17:08,7772636.4,6404965.1
2025-06-23 14:17:09,7772917.8,6400451.6
2025-06-23 14:17:10,7773271.2,6397444.2
2025-06-23 14:17:11,7773542.8,6394406.0
2025-06-23 14:17:12,7773885.0,6391341.4
2025-06-23 14:17:13,7774145.4,6386676.0
