tstamp,CH1,CH2
2025-06-23 16:30:00,7178857.6,1537719.8
2025-06-23 16:30:01,7178629.444444444,1539924.2222222222
2025-06-23 16:30:02,7178296.666666667,1542293.0
2025-06-23 16:30:03,7178219.6,1544051.2
2025-06-23 16:30:04,7177934.0,1545615.4
2025-06-23 16:30:05,7177673.8,1547178.4
2025-06-23 16:30:06,7177479.111111111,1549398.5555555555
2025-06-23 16:30:07,7177239.166666667,1551808.8333333333
2025-06-23 16:30:08,7177091.0,1553555.2
2025-06-23 16:30:09,7177003.8,1555094.8
2025-06-23 16:30:10,7176978.2,1556674.6
2025-06-23 16:30:11,7177004.777777778,1558868.6666666667
2025-06-23 16:30:12,7177202.833333333,1561231.1666666667
2025-06-23 16:30:13,7177144.4,1562981.8
2025-06-23 16:30:14,7177311.6,1564569.0
2025-06-23 16:30:15,7177358.6,1566170.8
2025-06-23 16:30:16,7177069.333333333,1568377.2222222222
2025-06-23 16:30:17,7177060.333333333,1570759.1666666667
2025-06-23 16:30:18,7177207.4,1572519.0
2025-06-23 16:30:19,7177123.4,1574087.6
2025-06-23 16:30:20,7176865.0,1575701.8
2025-06-23 16:30:21,7176574.888888889,1577923.7777777778
2025-06-23 16:30:22,7176355.5,1580314.5
2025-06-23 16:30:23,7176217.2,1582091.2
2025-06-23 16:30:24,7176116.0,1583688.4
2025-06-23 16:30:25,7176074.2,1585271.6
2025-06-23 16:30:26,7175882.444444444,1587509.111111111
2025-06-23 16:30:27,7175555.0,1589915.1666666667
2025-06-23 16:30:28,7175265.4,1591683.6
2025-06-23 16:30:29,7174962.6,1593226.4
2025-06-23 16:30:30,7174779.8,1594778.4
2025-06-23 16:30:31,7174516.125,1596782.875
2025-06-23 16:30:32,7174342.5,1598903.6666666667
2025-06-23 16:30:33,7174325.8,1600377.4
2025-06-23 16:30:34,7174355.6,1601301.8
2025-06-23 16:30:35,7174400.0,1602156.4
2025-06-23 16:30:36,7174297.666666667,1603438.7777777778
2025-06-23 16:30:37,7174054.5,1604917.8333333333
2025-06-23 16:30:38,7174058.4,1606083.2
2025-06-23 16:30:39,7173899.6,1607194.8
2025-06-23 16:30:40,7173728.0,1608368.6
2025-06-23 16:30:41,7173626.333333333,1610102.0
2025-06-23 16:30:42,7173847.333333333,1612077.0
2025-06-23 16:30:43,7173879.4,1613519.8
2025-06-23 16:30:44,7173935.6,1614888.8
2025-06-23 16:30:45,7174148.2,1616277.2
2025-06-23 16:30:46,7174325.666666667,1618276.7777777778
2025-06-23 16:30:47,7174441.666666667,1620435.6666666667
2025-06-23 16:30:48,7174521.0,1622066.8
2025-06-23 16:30:49,7174553.8,1623549.2
2025-06-23 16:30:50,7174482.2,1625059.2
2025-06-23 16:30:51,7174373.666666667,1627145.0
2025-06-23 16:30:52,7174303.0,1629419.0
2025-06-23 16:30:53,7174342.2,1631102.0
2025-06-23 16:30:54,7174376.2,1632640.6
2025-06-23 16:30:55,7174334.6,1634199.0
2025-06-23 16:30:56,7174319.333333333,1636369.111111111
2025-06-23 16:30:57,7174140.833333333,1638684.0
2025-06-23 16:30:58,7173902.6,1640395.2
2025-06-23 16:30:59,7173874.2,1642000.4
2025-06-23 16:31:00,7173790.0,1643588.2
2025-06-23 16:31:01,7173841.888888889,1645819.0
2025-06-23 16:31:02,7174087.0,1648216.6666666667
2025-06-23 16:31:03,7174093.0,1649982.4
2025-06-23 16:31:04,7174154.0,1651587.2
2025-06-23 16:31:05,7174187.8,1653221.0
2025-06-23 16:31:06,7174181.875,1655303.125
2025-06-23 16:31:07,7174057.428571428,1657696.4285714286
2025-06-23 16:31:08,7174039.0,1659634.2
2025-06-23 16:31:09,7174208.0,1661235.2
2025-06-23 16:31:10,7174362.6,1662868.0
2025-06-23 16:31:11,7174593.75,1664940.0
2025-06-23 16:31:12,7174795.571428572,1667378.0
2025-06-23 16:31:13,7175029.0,1669306.8
2025-06-23 16:31:14,7175116.2,1670964.6
2025-06-23 16:31:15,7175212.6,1672613.6
2025-06-23 16:31:16,7175288.75,1674706.375
2025-06-23 16:31:17,7175134.571428572,1677141.5714285714
2025-06-23 16:31:18,7175200.4,1679067.4
2025-06-23 16:31:19,7175100.0,1680678.6
2025-06-23 16:31:20,7175043.2,1682257.6
2025-06-23 16:31:21,7175025.0,1684374.625
2025-06-23 16:31:22,7174985.571428572,1686806.7142857143
2025-06-23 16:31:23,7174967.6,1688706.0
2025-06-23 16:31:24,7174907.8,1690299.4
2025-06-23 16:31:25,7174763.2,1691900.6
2025-06-23 16:31:26,7174719.375,1693977.875
2025-06-23 16:31:27,7174627.714285715,1696370.2857142857
2025-06-23 16:31:28,7174693.6,1698301.2
2025-06-23 16:31:29,7174697.8,1699918.4
2025-06-23 16:31:30,7174695.8,1701476.4
2025-06-23 16:31:31,7174816.25,1703550.75
2025-06-23 16:31:32,7174737.142857143,1705933.4285714286
2025-06-23 16:31:33,7174707.2,1707817.6
2025-06-23 16:31:34,7174819.6,1709409.0
2025-06-23 16:31:35,7174695.6,1710975.4
2025-06-23 16:31:36,7174660.5,1712998.75
2025-06-23 16:31:37,7174605.0,1715376.4285714286
2025-06-23 16:31:38,7174675.6,1717226.4
2025-06-23 16:31:39,7174785.8,1718801.8
2025-06-23 16:31:40,7174697.75,1720194.75
2025-06-23 16:31:41,7174544.25,1722109.0
2025-06-23 16:31:42,7174520.714285715,1724401.142857143
2025-06-23 16:31:43,7174265.2,1726208.8
2025-06-23 16:31:44,7173925.8,1727747.6
2025-06-23 16:31:45,7173809.0,1729292.0
2025-06-23 16:31:46,7173688.5,1731276.75
2025-06-23 16:31:47,7173714.428571428,1733589.7142857143
2025-06-23 16:31:48,7173803.0,1735453.6
2025-06-23 16:31:49,7173941.4,1737050.4
2025-06-23 16:31:50,7173984.4,1738622.0
2025-06-23 16:31:51,7174185.75,1740689.75
2025-06-23 16:31:52,7175503.857142857,1743071.857142857
2025-06-23 16:31:53,7175786.0,1744923.0
2025-06-23 16:31:54,7175719.4,1746491.2
2025-06-23 16:31:55,7175550.8,1748017.0
2025-06-23 16:31:56,7175818.875,1750048.875
2025-06-23 16:31:57,7176146.142857143,1752419.2857142857
2025-06-23 16:31:58,7176036.4,1754283.0
2025-06-23 16:31:59,7176070.6,1755828.4
2025-06-23 16:32:00,7176172.0,1757385.8
2025-06-23 16:32:01,7176523.25,1759417.0
2025-06-23 16:32:02,7176646.571428572,1761774.2857142857
2025-06-23 16:32:03,7176950.0,1763664.8
2025-06-23 16:32:04,7177703.2,1765212.2
2025-06-23 16:32:05,7178012.2,1766785.2
2025-06-23 16:32:06,7177928.75,1768810.125
2025-06-23 16:32:07,7177800.428571428,1771170.857142857
2025-06-23 16:32:08,7177823.8,1773070.8
2025-06-23 16:32:09,7177808.8,1774699.6
2025-06-23 16:32:10,7177419.6,1776288.2
2025-06-23 16:32:11,7176589.25,1778393.5
2025-06-23 16:32:12,7175218.714285715,1780825.857142857
2025-06-23 16:32:13,7174780.8,1782737.6
2025-06-23 16:32:14,7178080.6,1784335.8
2025-06-23 16:32:15,7183083.2,1785974.0
2025-06-23 16:32:16,7186619.0,1787908.857142857
2025-06-23 16:32:17,7185245.875,1790350.75
2025-06-23 16:32:18,7184718.4,1792460.6
2025-06-23 16:32:19,7184595.2,1794072.4
2025-06-23 16:32:20,7184685.6,1795709.6
2025-06-23 16:32:21,7184634.714285715,1797708.4285714286
